model_name,response_threshold,radius_threshold,displacement_threshold,derived_radius_mae,derived_class_macro_f1,cluster_avg_radius_mae,cluster_avg_class_macro_f1
global_mean,0.2,6.0,0.5,26.34844304458337,0.12180892535482184,31.583223198606948,0.06872160342708779
global_mean,0.2,8.0,0.5,26.34844304458337,0.12345390216088191,31.583223198606948,0.07020189111599594
global_mean,0.2,10.0,0.5,26.34844304458337,0.12730994236938756,31.583223198606948,0.0714217271878959
global_mean,0.2,12.0,0.5,26.34844304458337,0.1299317909862017,31.583223198606948,0.07331798493973811
global_mean,0.3,6.0,0.5,26.34844304458337,0.12180892535482184,31.583223198606948,0.06872160342708779
global_mean,0.3,8.0,0.5,26.34844304458337,0.12345390216088191,31.583223198606948,0.07020189111599594
global_mean,0.3,10.0,0.5,26.34844304458337,0.12730994236938756,31.583223198606948,0.0714217271878959
global_mean,0.3,12.0,0.5,26.34844304458337,0.1299317909862017,31.583223198606948,0.07331798493973811
global_mean,0.4,6.0,0.5,26.34844304458337,0.12180892535482184,31.583223198606948,0.06872160342708779
global_mean,0.4,8.0,0.5,26.34844304458337,0.12345390216088191,31.583223198606948,0.07020189111599594
global_mean,0.4,10.0,0.5,26.34844304458337,0.12730994236938756,31.583223198606948,0.0714217271878959
global_mean,0.4,12.0,0.5,26.34844304458337,0.1299317909862017,31.583223198606948,0.07331798493973811
global_mean,0.5,6.0,0.5,26.34844304458337,0.12180892535482184,31.583223198606948,0.06872160342708779
global_mean,0.5,8.0,0.5,26.34844304458337,0.12345390216088191,31.583223198606948,0.07020189111599594
global_mean,0.5,10.0,0.5,26.34844304458337,0.12730994236938756,31.583223198606948,0.0714217271878959
global_mean,0.5,12.0,0.5,26.34844304458337,0.1299317909862017,31.583223198606948,0.07331798493973811
global_mean,0.6,6.0,0.5,26.34844304458337,0.12180892535482184,31.583223198606948,0.06872160342708779
global_mean,0.6,8.0,0.5,26.34844304458337,0.12345390216088191,31.583223198606948,0.07020189111599594
global_mean,0.6,10.0,0.5,26.34844304458337,0.12730994236938756,31.583223198606948,0.0714217271878959
global_mean,0.6,12.0,0.5,26.34844304458337,0.1299317909862017,31.583223198606948,0.07331798493973811
global_mean,0.7,6.0,0.5,26.34844304458337,0.12180892535482184,31.583223198606948,0.06872160342708779
global_mean,0.7,8.0,0.5,26.34844304458337,0.12345390216088191,31.583223198606948,0.07020189111599594
global_mean,0.7,10.0,0.5,26.34844304458337,0.12730994236938756,31.583223198606948,0.0714217271878959
global_mean,0.7,12.0,0.5,26.34844304458337,0.1299317909862017,31.583223198606948,0.07331798493973811
global_mean,0.1,6.0,1.0,15.631059710200276,0.13880404051884582,12.299304440189935,0.07368140040451435
global_mean,0.1,8.0,1.0,15.631059710200276,0.13880404051884582,12.299304440189935,0.07368140040451435
global_mean,0.1,10.0,1.0,15.631059710200276,0.13880404051884582,12.299304440189935,0.07368140040451435
